query,url,title,grade
ShowWindow,https://docs.microsoft.com/en-us/dotnet/api/appkit.nswindowcontroller.showwindow,NSWindowController.ShowWindow(NSObject) Method (AppKit ...,1
cookie,https://docs.microsoft.com/answers/questions/6842/announcement-samesite-cookie-handling-and-net-fram.html,Announcement: SameSite Cookie Handling and .NET Framework ...,10
cookie,https://docs.microsoft.com/en-us/dotnet/api/system.net.cookie,Cookie Class (System.Net) | Microsoft Docs,9
cookie,https://docs.microsoft.com/en-us/office365/troubleshoot/miscellaneous/chrome-behavior-affects-applications,Chrome SameSite cookie behavior effect on customer applications ...,8
cookie,https://docs.microsoft.com/en-us/aspnet/core/security/authentication/cookie,Use cookie authentication without ASP.NET Core Identity | Microsoft ...,7
cookie,https://docs.microsoft.com/en-us/aspnet/samesite/system-web-samesite,Work with SameSite cookies in ASP.NET | Microsoft Docs,6
cookie,https://docs.microsoft.com/en-us/aspnet/core/security/samesite,Work with SameSite cookies in ASP.NET Core | Microsoft Docs,5
cookie,https://docs.microsoft.com/en-us/microsoftteams/platform/resources/samesite-cookie-update,Microsoft Teams and the SameSite cookie attribute (2020 update ...,4
cookie,https://docs.microsoft.com/en-us/microsoft-edge/devtools-guide-chromium/storage/cookies,"View, Edit, And Delete Cookies With Microsoft Edge DevTools ...",3
cookie,https://docs.microsoft.com/en-us/aspnet/web-api/overview/advanced/http-cookies,HTTP Cookies in ASP.NET Web API - ASP.NET 4.x | Microsoft Docs,2
cookie,https://docs.microsoft.com/en-us/azure/active-directory/manage-apps/application-proxy-configure-cookie-settings,Application Proxy cookie settings - Azure Active Directory | Microsoft ...,1
1903,https://docs.microsoft.com/en-us/windows/whats-new/whats-new-windows-10-version-1903,"What's new in Windows 10, version 1903",10
1903,https://docs.microsoft.com/en-us/windows/release-information/status-windows-10-1903,"Windows 10, version 1903 and Windows Server, version 1903 ...",9
1903,https://docs.microsoft.com/en-us/windows-hardware/drivers/download-the-wdk,Download the Windows Driver Kit (WDK) - Windows drivers ...,8
1903,https://docs.microsoft.com/en-us/windows/release-information/resolved-issues-windows-10-1903,"Resolved issues in Windows 10, version 1903 and Windows Server ...",7
1903,https://docs.microsoft.com/en-us/windows-server/get-started-19/whats-new-in-windows-server-1903-1909,"What's New in Windows Server, version 1903 and 1909 | Microsoft ...",6
1903,https://docs.microsoft.com/en-us/windows-hardware/get-started/adk-install,Download and install the Windows ADK | Microsoft Docs,5
1903,https://docs.microsoft.com/en-us/windows/release-information/,Windows 10 - release information - Windows Release Information ...,4
1903,https://docs.microsoft.com/en-us/windows-hardware/get-started/what-s-new-in-kits-and-tools,What's new in the Windows ADK and ADK tools | Microsoft Docs,3
1903,https://docs.microsoft.com/en-us/windows/privacy/windows-endpoints-1903-non-enterprise-editions,"Windows 10, version 1903, connection endpoints for non-Enterprise ...",2
1903,https://docs.microsoft.com/en-us/windows/privacy/manage-windows-1903-endpoints,"Connection endpoints for Windows 10 Enterprise, version 1903 ...",1
sendmessage,https://docs.microsoft.com/en-us/windows/win32/api/winuser/nf-winuser-sendmessage,SendMessage function (winuser.h) - Win32 apps | Microsoft Docs,10
sendmessage,https://docs.microsoft.com/en-us/windows/win32/wintouch/sendmessage--postmessage--and-related-functions,"SendMessage, PostMessage, and Related Functions - Win32 apps ...",9
sendmessage,https://docs.microsoft.com/en-us/previous-versions/ms961449(v%3Dmsdn.10),SendMessage (Windows CE 3.0) | Microsoft Docs,8
sendmessage,https://docs.microsoft.com/en-us/dotnet/api/microsoft.hostintegration.mqclient.sendmessage,SendMessage Class (Microsoft.HostIntegration.MqClient) | Microsoft ...,7
sendmessage,https://docs.microsoft.com/en-us/previous-versions/dd394140(v%3Dvs.100),NativeMethods.SendMessage Method (Microsoft.VisualStudio ...,6
sendmessage,https://docs.microsoft.com/en-us/dotnet/api/android.renderscripts.renderscript.sendmessage,"RenderScript.SendMessage(Int32, Int32[]) Method (Android ...",5
sendmessage,https://docs.microsoft.com/en-us/windows-hardware/drivers/ddi/wiamindr_lh/nf-wiamindr_lh-iwiaminidrvtransfercallback-sendmessage,IWiaMiniDrvTransferCallback::SendMessage (wiamindr_lh.h ...,4
sendmessage,https://docs.microsoft.com/en-us/uwp/api/windows.devices.midi.midioutport.sendmessage,MidiOutPort.SendMessage(IMidiMessage) Method (Windows ...,3
sendmessage,https://docs.microsoft.com/en-us/previous-versions/system-center/developer/mt745503(v%3Dcmsdk.12),Message.IMessage.SendMessage Method (IMessageSender ...,2
sendmessage,https://docs.microsoft.com/en-us/previous-versions/30zz8f96(v%3Dvs.100),MessageWindow.SendMessage Method (Microsoft.WindowsCE ...,1
compliance,https://docs.microsoft.com/en-us/microsoft-365/compliance/offering-home,Microsoft compliance offerings - Microsoft Compliance | Microsoft Docs,10
compliance,https://docs.microsoft.com/en-us/microsoft-365/compliance/microsoft-365-compliance-center,Overview of the Microsoft 365 compliance center - Microsoft 365 ...,9
compliance,https://docs.microsoft.com/en-us/microsoft-365/compliance/go-to-the-securitycompliance-center,Go to the Office 365 Security & Compliance Center - Microsoft 365 ...,8
compliance,https://docs.microsoft.com/en-us/linkedin/compliance/,Compliance APIs Overview - LinkedIn | Microsoft Docs,7
compliance,https://docs.microsoft.com/en-us/office365/servicedescriptions/office-365-platform-service-description/compliance-servicedesc,Compliance - Service Descriptions | Microsoft Docs,6
compliance,https://docs.microsoft.com/en-us/azure/storage/common/storage-compliance-offerings,Azure Storage compliance offerings | Microsoft Docs,5
compliance,https://docs.microsoft.com/en-us/microsoft-365/compliance/compliance-score,Microsoft Compliance Score - Microsoft 365 Compliance | Microsoft ...,4
compliance,https://docs.microsoft.com/en-us/microsoft-365/compliance/compliance-manager-overview,Microsoft Compliance Manager Overview - Microsoft 365 ...,3
compliance,https://docs.microsoft.com/en-us/microsoft-365/compliance/communication-compliance,Communication compliance - Microsoft 365 Compliance | Microsoft ...,2
compliance,https://docs.microsoft.com/en-us/intune/protect/device-compliance-get-started,Device compliance policies in Microsoft Intune - Azure | Microsoft Docs,1
tooltip,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.tooltip,ToolTip Class (System.Windows.Controls) | Microsoft Docs,10
tooltip,https://docs.microsoft.com/en-us/uwp/api/windows.ui.xaml.controls.tooltip,ToolTip Class (Windows.UI.Xaml.Controls) - Windows UWP ...,9
tooltip,https://docs.microsoft.com/en-us/windows/uwp/design/controls-and-patterns/tooltips,Tooltips - UWP applications | Microsoft Docs,8
tooltip,https://docs.microsoft.com/en-us/dotnet/api/system.windows.frameworkelement.tooltip,FrameworkElement.ToolTip Property (System.Windows) | Microsoft ...,7
tooltip,https://docs.microsoft.com/en-us/previous-versions/windows/apps/br229763(v%3Dwin.10),WinJS.UI.Tooltip object | Microsoft Docs,6
tooltip,https://docs.microsoft.com/en-us/power-bi/desktop-tooltips,Using report tooltip pages in Power BI - Power BI | Microsoft Docs,5
tooltip,https://docs.microsoft.com/en-us/windows/win32/controls/tooltip-controls,About Tooltip Controls - Win32 apps | Microsoft Docs,4
tooltip,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.tooltip.closed,ToolTip.Closed Event (System.Windows.Controls) | Microsoft Docs,3
tooltip,https://docs.microsoft.com/en-us/dotnet/api/system.windows.forms.tooltip.automaticdelay,ToolTip.AutomaticDelay Property (System.Windows.Forms ...,2
tooltip,https://docs.microsoft.com/en-us/power-bi/developer/visuals/add-tooltips,Tooltips in Power BI visuals - Power BI | Microsoft Docs,1
select into,https://docs.microsoft.com/en-us/sql/t-sql/queries/select-into-clause-transact-sql,INTO Clause (Transact-SQL) - SQL Server | Microsoft Docs,10
select into,https://docs.microsoft.com/en-us/azure/sql-data-warehouse/sql-data-warehouse-develop-ctas,CREATE TABLE AS SELECT (CTAS) - Azure SQL Data Warehouse ...,9
select into,https://docs.microsoft.com/en-us/office/client-developer/access/desktop-database-reference/select-into-statement-microsoft-access-sql,SELECT.INTO statement (Microsoft Access SQL) | Microsoft Docs,8
select into,https://docs.microsoft.com/en-us/stream-analytics-query/into-azure-stream-analytics,INTO (Azure Stream Analytics) - Stream Analytics Query | Microsoft ...,7
select into,https://docs.microsoft.com/en-us/sql/dmx/select-into-dmx,SELECT INTO (DMX) - SQL Server | Microsoft Docs,6
select into,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/select-local-variable-transact-sql,SELECT @local_variable (Transact-SQL) - SQL Server | Microsoft ...,5
select into,https://docs.microsoft.com/en-us/office/client-developer/access/desktop-database-reference/insert-into-statement-microsoft-access-sql,INSERT INTO statement (Microsoft Access SQL) | Microsoft Docs,4
select into,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/concepts/linq/data-transformations-with-linq,Data Transformations with LINQ (C#) | Microsoft Docs,3
select into,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/set-operators-union-transact-sql,UNION (Transact-SQL) - SQL Server | Microsoft Docs,2
select into,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/into,into - C# Reference | Microsoft Docs,1
float,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/builtin-types/floating-point-numeric-types,Floating-point numeric types - C# reference | Microsoft Docs,10
float,https://docs.microsoft.com/en-us/dotnet/api/system.single,Single Struct (System) | Microsoft Docs,9
float,https://docs.microsoft.com/en-us/sql/t-sql/data-types/float-and-real-transact-sql,float and real (Transact-SQL) - SQL Server | Microsoft Docs,8
float,https://docs.microsoft.com/en-us/previous-versions/windows/desktop/legacy/ee421390(v%3Dvs.85),"operator *(float, XMVECTOR) method (Windows) | Microsoft Docs",7
float,https://docs.microsoft.com/en-us/cpp/c-language/type-float,Type float | Microsoft Docs,6
float,https://docs.microsoft.com/en-us/dotnet/api/system.single.epsilon,Single.Epsilon Field (System) | Microsoft Docs,5
float,https://docs.microsoft.com/en-us/cpp/standard-library/complex-float,complex<float> | Microsoft Docs,4
float,https://docs.microsoft.com/en-us/windows/win32/api/directxmath/nf-directxmath-xmfloat2-xmfloat2(float_float),"XMFLOAT2::XMFLOAT2(float,float) (directxmath.h) - Win32 apps ...",3
float,https://docs.microsoft.com/en-us/windows/win32/direct3dhlsl/dx-graphics-hlsl-asfloat,asfloat - Win32 apps | Microsoft Docs,2
float,https://docs.microsoft.com/en-us/cpp/c-runtime-library/reference/modf-modff-modfl,"modf, modff, modfl | Microsoft Docs",1
coalesce,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/coalesce-transact-sql,COALESCE (Transact-SQL) - SQL Server | Microsoft Docs,10
coalesce,https://docs.microsoft.com/en-us/stream-analytics-query/coalesce-azure-stream-analytics,COALESCE (Azure Stream Analytics) - Stream Analytics Query ...,9
coalesce,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/functions/function-isblank-isempty,"Blank, Coalesce, IsBlank, and IsEmpty functions - PowerApps ...",8
coalesce,https://docs.microsoft.com/en-us/azure/kusto/query/coalescefunction,coalesce() - Azure Data Explorer | Microsoft Docs,7
coalesce,https://docs.microsoft.com/en-us/dotnet/api/system.linq.expressions.expression.coalesce,Expression.Coalesce Method (System.Linq.Expressions) | Microsoft ...,6
coalesce,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/disable-heap-coalesce-on-free,Disable heap coalesce on free - Windows drivers | Microsoft Docs,5
coalesce,https://docs.microsoft.com/en-us/office/client-developer/access/coalesce-function-access-custom-web-app,Coalesce function (Access custom web app) | Microsoft Docs,4
coalesce,https://docs.microsoft.com/en-us/dotnet/api/microsoft.spark.sql.dataframe.coalesce,DataFrame.Coalesce(Int32) Method (Microsoft.Spark.Sql) | Microsoft ...,3
coalesce,https://docs.microsoft.com/mt-mt/stream-analytics-query/coalesce-azure-stream-analytics,COALESCE (Azure Stream Analytics) - Stream Analytics Query ...,2
coalesce,https://docs.microsoft.com/en-us/u-sql/common-sql-expressions-in,Common SQL Expressions in U-SQL - U-SQL | Microsoft Docs,1
callback,https://docs.microsoft.com/en-us/scripting/javascript/reference/filter-method-array-javascript,Array.prototype.filter() - JavaScript | MDN,10
callback,https://docs.microsoft.com/en-us/scripting/javascript/reference/map-method-array-javascript?redirectedfrom=MSDN,Array.prototype.map() - JavaScript | MDN,9
callback,https://docs.microsoft.com/en-us/scripting/javascript/reference/some-method-array-javascript,Array.prototype.some() - JavaScript | MDN,8
callback,https://docs.microsoft.com/en-us/scripting/javascript/reference/foreach-method-array-javascript,Array.prototype.forEach() - JavaScript | MDN,7
callback,https://docs.microsoft.com/en-us/scripting/javascript/reference/findindex-method-array-javascript,Array.prototype.findIndex() - JavaScript | MDN,6
callback,https://docs.microsoft.com/en-us/scripting/javascript/reference/reduce-method-array-javascript,Array.prototype.reduce() - JavaScript | MDN,5
callback,https://docs.microsoft.com/en-us/windows-hardware/drivers/kernel/writing-a-bug-check-callback-routine,Writing a Bug Check Reason Callback Routine - Windows drivers ...,4
callback,https://docs.microsoft.com/en-us/scripting/javascript/reference/every-method-array-javascript,Array.prototype.every() - JavaScript | MDN,3
callback,https://docs.microsoft.com/en-us/windows/win32/extensible-storage-engine/callback-parameters,Callback Parameters - Win32 apps | Microsoft Docs,2
callback,https://docs.microsoft.com/en-us/azure/devops/pipelines/tasks/utility/azure-function,Invoke Azure Function task - Azure Pipelines | Microsoft Docs,1
sharepoint 365,https://docs.microsoft.com/en-us/sharepoint/introduction,Introduction to SharePoint Online - SharePoint Online | Microsoft Docs,10
